Route_Name,Route_Link,Bus_Name,Bus_Type,Duration,Price,Rating,No_of_Ratings,Review_Status
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),6h 31m,₹639,4.1,45.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 20m,₹469,4.4,138.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3569,INDRA(A.C. Seater),4h 58m,₹567,4.3,75.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),4h 45m,₹781,4.0,58.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),5h 45m,₹839,4.5,91.0,Excellent Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,₹720,4.7,46.0,Excellent Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,₹469,3.5,28.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,₹469,4.0,0.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,₹469,3.4,7.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3690,INDRA(A.C. Seater),6h 41m,₹567,4.6,23.0,Excellent Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35211,STAR LINER(NON-AC SLEEPER 2+1),6h 5m,₹607,3.2,17.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 49m,₹469,4.5,20.0,Excellent Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4812,INDRA(A.C. Seater),5h 5m,₹567,3.1,16.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,₹436,3.7,16.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 12m,₹648,4.1,146.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4995,INDRA(A.C. Seater),5h 35m,₹567,3.5,17.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 14m,₹469,3.7,13.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 55m,₹720,4.0,56.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,₹469,4.6,9.0,Excellent Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35171,STAR LINER(NON-AC SLEEPER 2+1),6h 57m,₹607,3.6,27.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),5h,₹781,4.2,66.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4369,INDRA(A.C. Seater),5h 59m,₹567,4.4,15.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),5h 45m,₹839,3.8,77.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 24255,INDRA(A.C. Seater),4h 55m,₹528,4.0,9.0,Good Service
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,₹436,3.8,54.0,Average
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2673,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 56m,₹469,4.1,9.0,Good Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h,₹281,3.2,5.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h 15m,₹281,3.9,0.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h,₹281,4.2,7.0,Good Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2536,INDRA(A.C. Seater),3h 22m,₹306,4.6,10.0,Excellent Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 30m,₹281,3.9,0.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h 15m,₹281,3.9,0.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3712,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 10m,₹281,3.9,0.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3714,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h 55m,₹281,4.4,4.0,Good Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h,₹281,3.8,44.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2653,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h,₹281,4.2,51.0,Good Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2855,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",4h 30m,₹269,3.9,15.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 30m,₹281,3.3,6.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2659,INDRA(A.C. Seater),3h,₹340,4.4,93.0,Good Service
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23547,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 30m,₹281,3.9,0.0,Average
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 30m,₹281,3.9,0.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5118,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2h 50m,₹304,3.7,19.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9035,Express Non AC Seater 2+3,3h 13m,₹183,4.0,77.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9057,Express Non AC Seater 2+3,3h 15m,₹183,4.3,48.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9129,Express Non AC Seater 2+3,3h 50m,₹202,3.8,52.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9037,Express Non AC Seater 2+3,3h 25m,₹183,4.2,59.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47053,Express Non AC Seater 2+3,3h 40m,₹183,4.1,66.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5753,Express Non AC Seater 2+3,3h 15m,₹183,4.4,39.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9602,Express Non AC Seater 2+3,3h 15m,₹183,3.6,26.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5671,Express Non AC Seater 2+3,3h 25m,₹239,4.3,63.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9045,Express Non AC Seater 2+3,4h 25m,₹218,3.8,41.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5514,Express Non AC Seater 2+3,3h 25m,₹183,4.4,26.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9886,Express Non AC Seater 2+3,4h 17m,₹202,4.0,0.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5647,Express Non AC Seater 2+3,4h 5m,₹183,3.6,41.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9043,Express Non AC Seater 2+3,3h 20m,₹183,3.5,65.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5398,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",4h 15m,₹229,4.2,27.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5073,INDRA(A.C. Seater),2h 50m,₹359,4.0,0.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",3h 35m,₹281,4.4,59.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47224,Express Non AC Seater 2+3,3h 35m,₹202,4.5,35.0,Excellent Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 4565,Express Non AC Seater 2+3,3h,₹183,2.3,14.0,Below Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9047,Express Non AC Seater 2+3,3h 25m,₹183,3.9,37.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9007,Express Non AC Seater 2+3,4h 15m,₹239,4.4,42.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5075,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),3h 25m,₹487,4.0,0.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47236,Express Non AC Seater 2+3,3h 25m,₹239,3.5,31.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9011,Express Non AC Seater 2+3,4h,₹183,4.3,46.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9049,Express Non AC Seater 2+3,4h 25m,₹239,4.2,75.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9888,Express Non AC Seater 2+3,4h 35m,₹202,3.2,22.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9003,Express Non AC Seater 2+3,4h 25m,₹239,4.2,28.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9041,Express Non AC Seater 2+3,4h 25m,₹239,4.2,29.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9061,Express Non AC Seater 2+3,4h 25m,₹239,4.4,48.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5524,Express Non AC Seater 2+3,4h 10m,₹239,3.4,24.0,Average
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9080,Express Non AC Seater 2+3,4h 25m,₹239,4.3,42.0,Good Service
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5528,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 31m,₹334,4.4,32.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9048,Express Non AC Seater 2+3,7h,₹312,4.3,16.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5491,SAPTAGIRI EXPRESS,6h,₹312,3.7,81.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9775,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,₹426,3.4,34.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5627,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h,₹362,4.6,29.0,Excellent Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 3507,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹426,3.9,30.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5519,SAPTAGIRI EXPRESS,6h,₹296,3.8,11.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5621,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h,₹362,3.5,29.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5505,SAPTAGIRI EXPRESS,6h,₹312,4.1,29.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5074,INDRA(A.C. Seater),6h,₹506,4.3,28.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9036,Express Non AC Seater 2+3,6h 20m,₹312,3.7,16.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 3765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,₹426,4.4,19.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9058,Express Non AC Seater 2+3,6h 5m,₹312,4.4,9.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5724,Express Non AC Seater 2+3,6h 30m,₹327,3.8,0.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5192,Express Non AC Seater 2+3,6h 15m,₹296,3.8,0.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,4.2,24.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47172,INDRA(A.C. Seater),5h 15m,₹506,3.6,30.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,4.3,20.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5359,Express Non AC Seater 2+3,7h 15m,₹334,3.8,0.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5080,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 25m,₹674,4.3,36.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,3.4,25.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5751,Express Non AC Seater 2+3,6h 20m,₹312,4.0,11.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5513,SAPTAGIRI EXPRESS,6h,₹317,3.3,29.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 35292,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹426,4.5,23.0,Excellent Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 2638,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 45m,₹540,3.5,47.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5471,SAPTAGIRI EXPRESS,6h,₹312,3.6,26.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9603,Express Non AC Seater 2+3,6h 20m,₹312,3.1,12.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 3879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,₹426,4.4,21.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5467,SAPTAGIRI EXPRESS,6h,₹312,4.4,26.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 4157,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,₹426,3.9,26.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 4310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 45m,₹426,3.6,42.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 3871,VENNELA (A.C. SLEEPER),5h 55m,₹585,3.9,12.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 9020,Express Non AC Seater 2+3,6h 25m,₹312,2.9,14.0,Below Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 4020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 35m,₹426,3.3,36.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47211,Express Non AC Seater 2+3,6h 20m,₹312,3.2,24.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 4610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,3.7,33.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5082,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,₹426,3.5,18.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5501,SAPTAGIRI EXPRESS,6h,₹312,3.5,50.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5497,SAPTAGIRI EXPRESS,6h,₹312,3.9,53.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5084,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,₹426,4.2,22.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5119,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 10m,₹426,3.8,19.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5672,Express Non AC Seater 2+3,6h 25m,₹296,4.2,28.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,3.7,33.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹426,4.7,13.0,Excellent Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5094,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 35m,₹426,2.8,11.0,Below Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5315,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,₹426,4.3,15.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,3.5,37.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5086,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 35m,₹426,3.4,27.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47148,INDRA(A.C. Seater),5h 15m,₹506,4.2,95.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5463,SAPTAGIRI EXPRESS,6h,₹312,4.2,74.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47239,Express Non AC Seater 2+3,7h 30m,₹312,3.6,28.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5459,SAPTAGIRI EXPRESS,6h,₹312,3.2,51.0,Average
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5465,SAPTAGIRI EXPRESS,6h,₹312,4.5,46.0,Excellent Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹426,4.0,80.0,Good Service
Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5461,SAPTAGIRI EXPRESS,6h,₹312,3.9,91.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 45776,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 10m,₹522,3.5,83.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 30m,₹555,4.8,11.0,Excellent Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 40m,₹556,1.8,16.0,Below Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h,₹555,4.0,15.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 15m,₹522,3.9,25.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5054,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 45m,₹556,3.5,18.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11h 30m,₹602,3.9,0.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 15m,₹555,4.3,12.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h,₹556,2.7,8.0,Below Average
